timestamp,value,batch_id,run_id
2025-09-13T11:18:30.262137,1,0450c789-1ac0-4f43-b336-b808e79d784a,test_run_123
2025-09-13T11:18:30.266330,1,1323b331-b444-47d0-8c79-91433788435c,test_run_123
2025-09-13T11:18:30.269846,1,eeb5133e-f081-4d42-a050-71902cad9edf,test_run_123
2025-09-13T11:18:30.274801,1,16f0da4b-7a18-4591-af21-9534f1d8b308,test_run_123
2025-09-13T11:18:30.287685,1,b4742b35-e4ce-4cba-a99c-549cc4f3e269,test_run_123
2025-09-13T11:18:30.291297,1,a4ea6a5e-96bc-4008-8392-28fcec33c388,test_run_123
2025-09-13T11:18:30.320159,2,f0393d09-342e-4989-927c-2afe67ee82b8,test_run_123
2025-09-13T11:18:30.323234,3,4d662210-0121-4d1f-acda-aec845fd35ed,test_run_123
2025-09-13T11:18:30.330257,2,9a676978-babe-46b7-902c-6d7a59424c6a,test_run_123
2025-09-13T11:18:30.335618,1,f487e8eb-393e-4ea6-b648-04918f2c4478,test_run_123
2025-09-13T11:18:30.338691,1,3328bd54-d8a7-4e0f-8a11-f8f2b238241a,test_run_123
2025-09-13T11:18:30.366703,2,ce5e7ecc-196f-41f1-9023-dba644ae9459,test_run_123
2025-09-13T11:18:30.369141,1,fca2a91f-b8a3-4e59-aca3-e64ea8c4f15f,test_run_123
2025-09-13T11:18:30.377908,2,b5dfd19b-a51c-491b-8ffb-7386a8075aec,test_run_123
2025-09-13T11:18:30.384295,1,ff621d38-8d29-47dd-b035-0c23fd9bf8c9,test_run_123
2025-09-13T11:18:30.388030,1,55028ca2-cf79-47bd-92d8-0da868f510f9,test_run_123
2025-09-13T11:18:30.397846,2,5be86905-2c50-49da-8833-b04ebbac31c4,test_run_123
2025-09-13T11:18:31.685089,2,d21c5f44-5f4f-42d7-8119-42284977b633,test_run_123
2025-09-13T11:18:31.699949,2,72ce7884-16c3-4ee1-8d49-5f638e68d603,test_run_123
2025-09-13T11:18:31.703813,1,2dccdda6-6098-420e-a4da-73adb50d2ef0,test_run_123
2025-09-13T11:18:31.710022,1,227f6c0a-61cf-415e-85ce-86779a481ffc,test_run_123
2025-09-13T11:18:31.714542,1,e983c6fa-6f37-4d7e-b0b9-8b9fb7f777e2,test_run_123
2025-09-13T11:18:31.724667,1,415c4853-ed8f-4d23-b0ca-7f2e2d7f62ff,test_run_123
2025-09-13T11:18:31.728933,1,ebe62a93-b194-4ecb-8165-184d07c8d922,test_run_123
2025-09-13T11:18:31.731677,1,4dce5a6e-00cb-43d9-af06-74f2ffb260e5,test_run_123
2025-09-13T11:18:31.737312,1,2915cf56-aa66-426e-b59f-a925023c1232,test_run_123
2025-09-13T11:18:31.739751,1,b8864443-baa2-4452-ab32-480777e0de3d,test_run_123
2025-09-13T11:18:31.742241,1,cc668b5c-88d6-4851-b980-f6fe791aff95,test_run_123
2025-09-13T11:18:31.745805,1,e9072364-18fe-4d42-a3e1-478af482a6cf,test_run_123
2025-09-13T11:18:31.748853,1,782c9a8e-d735-4592-8a48-18c0bcd90373,test_run_123
2025-09-13T11:18:31.751111,1,bd4e49f4-217b-4731-9551-5089d7d6ec8b,test_run_123
2025-09-13T11:18:31.753383,1,ee752b91-ffc9-40a3-b49a-a7035c78b409,test_run_123
2025-09-13T11:18:31.755729,1,eec4f470-66a7-49e2-b950-8360441364e8,test_run_123
2025-09-13T11:18:31.758096,1,2834d9f3-a856-4c8b-ba4d-fa7552739337,test_run_123
2025-09-13T11:18:31.761010,1,6d8d6f9d-108c-4734-ad1c-5fd260112474,test_run_123
2025-09-13T11:18:31.764631,2,cb9e42b1-c728-482e-8a09-c371f863759a,test_run_123
2025-09-13T11:18:31.767233,1,308ef98c-9640-4c40-92c3-61b325c21025,test_run_123
2025-09-13T11:18:31.775766,1,ce97575e-56a4-4fa7-a3df-07892a34713a,test_run_123
2025-09-13T11:19:03.076030,3,8c2cfe75-d28c-4915-a0dc-b0e2cffaf755,MFLAGON3
